orgao_sigla,entry_type,field,original,normalizado,method,score,variation_type
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,Integração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.941,aproximado
IBAMA,delivery,produto,ODisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,OIntegração ao Login Único,Integração ao Login Único,fuzzy_high,0.98,aproximado
IBAMA,delivery,produto,OIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,aIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,dIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,dIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,eIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,oDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,oDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,oDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,oIntegração ao Login Único,Integração ao Login Único,fuzzy_high,0.98,aproximado
IBAMA,delivery,produto,oIntegração ao Login Único,Integração ao Login Único,fuzzy_high,0.98,aproximado
IBAMA,delivery,produto,oIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,oIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,pDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,pIntegração ao Login Único,Integração ao Login Único,fuzzy_high,0.98,aproximado
IBAMA,delivery,produto,pIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,tDisponibilização em Acesso Digital,Disponibilização em Acesso Digital,fuzzy_high,0.986,aproximado
IBAMA,delivery,produto,tIntegração ao Login Único,Integração ao Login Único,fuzzy_high,0.98,aproximado
IBAMA,delivery,produto,tIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,tIntegração à ferramenta de avaliação da satisfação dos u,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.933,aproximado
IBAMA,delivery,produto,vEvolução do Serviço,Evolução do Serviço,fuzzy_high,0.974,aproximado
INPI,delivery,produto,oEvolução do Serviço,Evolução do Serviço,fuzzy_high,0.974,aproximado
INPI,delivery,produto,oEvolução do Serviço,Evolução do Serviço,fuzzy_high,0.974,aproximado
INPI,delivery,produto,oI mplantação do Design System,Implantação do Design System,fuzzy_high,0.966,aproximado
INPI,delivery,produto,oIntegração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.992,aproximado
INSS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
INSS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
INSS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
INSS,delivery,produto,Integração à ferramenta de avaliação da satisfação,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.885,aproximado
IPHAN,delivery,produto,Realização de Autodiagnóstico de,Realização de Autodiagnóstico de Qualidade,fuzzy_high,0.865,aproximado
MAPA,delivery,produto,Migração de APPs móveis para a loja do Go,Migração de APPs móveis para a loja do Gov.br,fuzzy_high,0.953,aproximado
MAPA,delivery,produto,Migração de APPs móveis para a loja do Go,Migração de APPs móveis para a loja do Gov.br,fuzzy_high,0.953,aproximado
MAPA,delivery,produto,Migração de APPs móveis para a loja do Go,Migração de APPs móveis para a loja do Gov.br,fuzzy_high,0.953,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MCTI,delivery,produto,Integração à ferramenta de avaliação da satisfação dos usuár,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.976,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MDHC,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MEMP,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MEMP,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MEMP,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MEMP,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MEMP,delivery,produto,Integração à ferramenta de avaliação da satisfação dos,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.923,aproximado
MF,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MF,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MMULHERES,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MMULHERES,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MMULHERES,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MPO,delivery,produto,"Auto-avaliação, análise de lacunas e planeja","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.871,aproximado
MPO,delivery,produto,"Auto-avaliação, análise de lacunas e planeja","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.871,aproximado
MPO,delivery,produto,"Auto-avaliação, análise de lacunas e planeja","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.871,aproximado
MPOR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MPOR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MPOR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MPOR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MPOR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.925,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MRE,delivery,produto,Integração à ferramenta de avaliação da satisfação do,Integração à ferramenta de avaliação da satisfação dos usuários,fuzzy_high,0.914,aproximado
MS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do PPS","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.991,aproximado
MS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do PPS","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.991,aproximado
MS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do PPS","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.991,aproximado
MS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do PPS","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.991,aproximado
MS,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do PPS","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.991,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
MTUR,delivery,produto,"Auto-avaliação, análise de lacunas e planejamento do","Auto-avaliação, análise de lacunas e planejamento do PPSI",fuzzy_high,0.954,aproximado
